"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output r_err_protocol_sys_stat.csv",,,,"Date:","31 Oct 2014 04:52:29 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
3.250,1.500,94.250,1.0,0.0,0.0,533819392.0,317489152.0,705216512.0,2195181568.0,1430.0,180.0,0.0,3.0,782.0,14.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,533815296.0,317489152.0,705220608.0,2195181568.0,1062.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
6.0,1.250,92.750,0.0,0.0,0.0,533815296.0,317489152.0,705220608.0,2195181568.0,840.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
6.784,1.508,90.955,0.754,0.0,0.0,533934080.0,317497344.0,705220608.0,2195054592.0,720.0,0.0,0.0,5.0,782.0,14.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,533958656.0,317497344.0,705220608.0,2195030016.0,540.0,0.0,0.0,2.0,782.0,14.0,7.0,0.0,0.0
3.769,1.256,94.975,0.0,0.0,0.0,533958656.0,317497344.0,705220608.0,2195030016.0,780.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
3.258,1.003,95.238,0.501,0.0,0.0,533946368.0,317505536.0,705224704.0,2195030016.0,840.0,0.0,0.0,3.0,782.0,14.0,7.0,0.0,0.0
5.500,1.750,92.750,0.0,0.0,0.0,533401600.0,317505536.0,707928064.0,2192871424.0,720.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
7.268,1.253,91.479,0.0,0.0,0.0,533479424.0,317505536.0,708104192.0,2192617472.0,742.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
3.990,1.247,94.015,0.748,0.0,0.0,534114304.0,317513728.0,705175552.0,2194903040.0,1355.0,0.0,0.0,7.0,782.0,14.0,7.0,0.0,0.0
3.0,1.250,95.750,0.0,0.0,0.0,534192128.0,317513728.0,705224704.0,2194776064.0,963.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
6.219,1.741,92.040,0.0,0.0,0.0,535228416.0,317513728.0,705679360.0,2193285120.0,1240.0,0.0,0.0,0.0,782.0,14.0,7.0,0.0,0.0
5.013,1.504,92.982,0.501,0.0,0.0,532361216.0,317521920.0,705744896.0,2196078592.0,1056.0,0.0,0.0,3.0,782.0,14.0,7.0,0.0,0.0
11.911,1.985,86.104,0.0,0.0,0.0,530038784.0,317521920.0,708448256.0,2195697664.0,1027.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
